,drug,cell_line,IC50
119,Oxaliplatin,HL60,2.398582
120,P22077,HL60,1.495135
121,PCI-34051,HL60,4.391048
122,PD0325901,HL60,-3.501066
123,PD173074,HL60,4.208856
124,PFI-1,HL60,2.459947
125,PFI3,HL60,4.259533
126,PLX-4720,HL60,3.794436
127,POMHEX,HL60,1.407742
128,PRIMA-1MET,HL60,5.892109
129,PRT062607,HL60,2.149309
130,Paclitaxel,HL60,-4.906881
131,Palbociclib,HL60,2.306101
132,Pevonedistat,HL60,-1.459439
133,Picolinici-acid,HL60,4.740492
134,Pictilisib,HL60,1.262272
135,Podophyllotoxin bromide,HL60,-1.674663
136,Pyridostatin,HL60,4.298902
137,RO-3306,HL60,4.847768
138,Rapamycin,HL60,-1.398099
139,Refametinib,HL60,-1.167613
140,Remodelin,HL60,3.243689
141,Ribociclib,HL60,3.433514
142,Romidepsin,HL60,-6.094023
143,Rucaparib,HL60,3.78804
144,Ruxolitinib,HL60,3.372182
145,SB216763,HL60,3.882611
146,SB590885,HL60,3.906465
147,SCH772984,HL60,0.146872
148,SGC-CBP30,HL60,3.667655
149,SGC0946,HL60,1.874233
150,SN-38,HL60,-5.868396
151,Sapitinib,HL60,3.307865
152,Savolitinib,HL60,1.442681
153,Schweinfurthin A,HL60,-1.71815
154,Selumetinib,HL60,0.441364
155,Sepantronium bromide,HL60,-5.547198
156,Serdemetan,HL60,3.580526
157,Sinularin,HL60,3.352685
158,Sorafenib,HL60,0.645929
159,Staurosporine,HL60,-2.354547
160,Talazoparib,HL60,0.970772
161,Tamoxifen,HL60,2.773471
162,Tanespimycin,HL60,-0.02127
163,Taselisib,HL60,1.075933
164,Telomerase Inhibitor IX,HL60,-0.174372
165,Temozolomide,HL60,5.287843
166,Temsirolimus,HL60,0.734264
167,Teniposide,HL60,-1.596655
168,Topotecan,HL60,-1.336943
169,Trametinib,HL60,-3.320319
170,UMI-77,HL60,1.435243
171,UNC0379,HL60,4.588174
172,UNC0638,HL60,2.025077
173,Ulixertinib,HL60,1.306203
174,Uprosertib,HL60,3.358422
175,VE-822,HL60,3.054477
176,VE821,HL60,4.8754
177,VX-11e,HL60,2.050311
178,Veliparib,HL60,4.110177
179,Venetoclax,HL60,-4.488296
180,Vinblastine,HL60,-6.310347
181,Vincristine,HL60,-4.649077
182,Vinorelbine,HL60,-4.581106
183,Vismodegib,HL60,3.578583
184,Vorinostat,HL60,0.205701
185,WEHI-539,HL60,3.762251
186,WZ4003,HL60,3.666695
187,Wee1 Inhibitor,HL60,0.84796
188,Wnt-C59,HL60,3.23988
189,XAV939,HL60,4.349326
190,YK-4-279,HL60,0.316688
191,ZM447439,HL60,-0.106262
192,Zoledronate,HL60,3.148767
193,alpha-lipoic acid,HL60,5.007582
194,glutathione,HL60,8.188005
195,5-Fluorouracil,HEL,2.462663
196,ABT737,HEL,0.727914
197,AGI-5198,HEL,4.37324
198,AGI-6780,HEL,3.053522
199,AGK2,HEL,3.435404
200,AMG-319,HEL,4.372633
201,AT13148,HEL,2.924252
202,AZ6102,HEL,1.741545
203,AZ960,HEL,-0.45043
204,AZD1208,HEL,3.969908
205,AZD1332,HEL,3.827417
206,AZD2014,HEL,1.990833
207,AZD3759,HEL,1.690591
208,AZD4547,HEL,2.660068
209,AZD5363,HEL,4.258594
210,AZD5438,HEL,1.373512
211,AZD5582,HEL,4.464754
212,AZD5991,HEL,4.373228
213,AZD6482,HEL,3.83721
214,AZD6738,HEL,-0.401548
215,AZD7762,HEL,-1.444233
216,AZD8186,HEL,4.372257
217,Acetalax,HEL,5.229914
218,Afatinib,HEL,1.830878
219,Afuresertib,HEL,2.702003
220,Alisertib,HEL,2.270216
221,Alpelisib,HEL,3.426936
222,Avagacestat,HEL,4.044609
223,Axitinib,HEL,2.380458
224,BI-2536,HEL,-2.490341
225,BIBR-1532,HEL,4.341508
226,BMS-345541,HEL,1.703818
227,BMS-536924,HEL,1.081879
228,BMS-754807,HEL,2.841303
229,BX795,HEL,2.011093
230,Bicalutamide,HEL,4.373083
231,Bleomycin,HEL,2.162377
232,Bortezomib,HEL,-5.526198
233,Bosutinib,HEL,1.223188
234,Bromosporine,HEL,1.232807
235,Buparlisib,HEL,1.076224
236,CCT-018159,HEL,2.639738
237,CCT007093,HEL,3.671145
238,CHIR-99021,HEL,1.043535
239,Camptothecin,HEL,-3.978419
240,Carmustine,HEL,4.675045
241,Cediranib,HEL,1.947726
242,Crizotinib,HEL,1.63062
243,Cyclophosphamide,HEL,4.371572
244,Dabrafenib,HEL,3.765882
245,Dacarbazine,HEL,4.485565
246,Dactinomycin,HEL,-4.093321
247,Daporinad,HEL,-5.692192
248,Dasatinib,HEL,2.165652
249,Dihydrorotenone,HEL,2.003986
250,Dinaciclib,HEL,-3.721416
251,Docetaxel,HEL,-2.894219
252,Doramapimod,HEL,2.989417
253,EHT-1864,HEL,2.898275
254,EPZ004777,HEL,3.648165
255,Elephantin,HEL,2.249668
256,Elesclomol,HEL,-3.873658
257,Entinostat,HEL,0.481834
258,Entospletinib,HEL,2.510442
259,Epirubicin,HEL,-1.974206
260,Erlotinib,HEL,2.832938
261,Fludarabine,HEL,1.096348
262,Fulvestrant,HEL,2.61263
263,GDC0810,HEL,4.373016
264,GNE-317,HEL,1.206981
265,GSK-LSD1,HEL,-1.014576
266,GSK1904529A,HEL,4.18719
267,GSK2110183B,HEL,3.164307
268,GSK2606414,HEL,2.635478
269,GSK269962A,HEL,2.759768
270,GSK2801,HEL,4.201838
271,GSK343,HEL,1.867207
272,GSK591,HEL,2.624115
273,GW441756,HEL,2.751303
274,Gallibiscoquinazole,HEL,2.008598
275,Gefitinib,HEL,2.442367
276,Gemcitabine,HEL,-4.820891
277,I-BET-762,HEL,1.439985
278,I-BRD9,HEL,2.473141
279,IOX2,HEL,1.277448
280,IWP-2,HEL,2.290308
281,Ibrutinib,HEL,3.803914
282,Irinotecan,HEL,1.118997
283,JNK Inhibitor VIII,HEL,3.199606
284,KRAS (G12C) Inhibitor-12,HEL,3.869663
285,KU-55933,HEL,4.139366
286,L-Oxonoreleagnine,HEL,1.962914
287,LCL161,HEL,4.511036
288,LJI308,HEL,4.167601
289,LMP744,HEL,-2.995625
290,Lapatinib,HEL,2.532252
291,Leflunomide,HEL,3.650549
292,Lestaurtinib,HEL,-0.851305
293,Luminespib,HEL,-3.507849
294,MG-132,HEL,-1.846089
295,MIRA-1,HEL,3.277142
296,MK-1775,HEL,-1.025868
297,MK-2206,HEL,3.271386
298,MK-8776,HEL,0.553272
299,ML323,HEL,3.72267
300,Mirin,HEL,3.667897
301,Motesanib,HEL,4.093971
302,NU7441,HEL,1.688381
303,NVP-ADW742,HEL,3.816078
304,Nelarabine,HEL,3.647548
305,Nilotinib,HEL,3.046639
306,Niraparib,HEL,1.954565
307,Nutlin-3a (-),HEL,4.287108
308,OF-1,HEL,4.031677
309,OSI-027,HEL,1.843611
310,OTX015,HEL,-0.090018
311,Obatoclax Mesylate,HEL,1.18841
312,Olaparib,HEL,3.503609
313,Osimertinib,HEL,1.743062
314,Oxaliplatin,HEL,2.097369
315,P22077,HEL,1.974511
316,PCI-34051,HEL,2.604943
317,PD0325901,HEL,2.94561
318,PD173074,HEL,2.836276
319,PF-4708671,HEL,2.541509
320,PFI-1,HEL,2.288104
321,PFI3,HEL,4.011434
322,PLX-4720,HEL,3.103018
323,PRIMA-1MET,HEL,2.840747
324,PRT062607,HEL,2.055156
325,Paclitaxel,HEL,-2.214539
326,Palbociclib,HEL,1.188299
327,Pevonedistat,HEL,-2.09157
328,Picolinici-acid,HEL,4.305891
329,Pictilisib,HEL,1.988692
330,Piperlongumine,HEL,1.168082
331,Podophyllotoxin bromide,HEL,-1.467516
332,Pyridostatin,HEL,4.373158
333,RO-3306,HEL,1.500782
334,Rapamycin,HEL,-1.231258
335,Refametinib,HEL,4.266376
336,Ribociclib,HEL,2.030058
337,Romidepsin,HEL,-5.02797
338,Rucaparib,HEL,3.221512
339,Ruxolitinib,HEL,1.434941
340,SB216763,HEL,2.228604
341,SB505124,HEL,3.876046
342,SB590885,HEL,3.544834
343,SCH772984,HEL,3.395692
344,SGC-CBP30,HEL,3.113634
345,SGC0946,HEL,1.168598
346,SN-38,HEL,-4.767978
347,Sapitinib,HEL,3.910589
348,Savolitinib,HEL,1.108371
349,Schweinfurthin A,HEL,-1.57222
350,Selumetinib,HEL,4.37794
351,Sepantronium bromide,HEL,-1.83873
352,Serdemetan,HEL,2.50108
353,Sinularin,HEL,2.954225
354,Sorafenib,HEL,1.859532
355,Staurosporine,HEL,-3.532707
356,Talazoparib,HEL,0.547618
357,Tamoxifen,HEL,4.306699
358,Tanespimycin,HEL,0.217353
359,Taselisib,HEL,4.241866
360,Telomerase Inhibitor IX,HEL,0.007884
361,Temozolomide,HEL,4.056126
362,Temsirolimus,HEL,0.472727
363,Teniposide,HEL,-1.205994
364,Topotecan,HEL,-1.103777
365,Tozasertib,HEL,1.441849
366,Trametinib,HEL,1.549934
367,Tretinoin,HEL,3.764337
368,Ulixertinib,HEL,3.630857
369,Uprosertib,HEL,3.792156
370,VE-822,HEL,-0.014849
371,VE821,HEL,0.905257
372,VX-11e,HEL,2.47524
373,Veliparib,HEL,4.214052
374,Venetoclax,HEL,2.791771
375,Vincristine,HEL,-1.987847
376,Vinorelbine,HEL,-2.338475
377,Vismodegib,HEL,3.815731
378,Vorinostat,HEL,-0.043489
379,WEHI-539,HEL,0.162486
380,WZ4003,HEL,3.187116
381,Wee1 Inhibitor,HEL,0.035601
382,Wnt-C59,HEL,3.354435
383,XAV939,HEL,3.142521
384,YK-4-279,HEL,2.033787
385,ZM447439,HEL,2.134254
386,Zoledronate,HEL,2.616975
387,5-Fluorouracil,MONOMAC6,0.072576
388,5-azacytidine,MONOMAC6,-0.026691
389,ABT737,MONOMAC6,-0.383812
390,AGI-5198,MONOMAC6,3.6054
391,AGK2,MONOMAC6,1.891061
392,AMG-319,MONOMAC6,3.168427
393,AT13148,MONOMAC6,2.515083
394,AZ6102,MONOMAC6,1.096492
395,AZD3759,MONOMAC6,2.26116
396,AZD4547,MONOMAC6,0.93736
397,AZD5363,MONOMAC6,0.668029
398,AZD6738,MONOMAC6,0.37761
399,AZD7762,MONOMAC6,-5.224524
400,AZD8055,MONOMAC6,-0.519294
401,AZD8186,MONOMAC6,0.329936
402,Afatinib,MONOMAC6,0.410422
403,Afuresertib,MONOMAC6,-0.969202
404,Alisertib,MONOMAC6,1.402632
405,Alpelisib,MONOMAC6,3.08351
406,Avagacestat,MONOMAC6,3.139284
407,Axitinib,MONOMAC6,1.635504
408,BI-2536,MONOMAC6,-4.694406
409,BIBR-1532,MONOMAC6,3.771469
410,BMS-536924,MONOMAC6,-1.039763
411,BMS-754807,MONOMAC6,1.114902
412,Bleomycin (50 uM),MONOMAC6,4.258549
413,Bortezomib,MONOMAC6,-5.692622
414,Bosutinib,MONOMAC6,-0.189497
415,Buparlisib,MONOMAC6,-0.259172
416,CCT007093,MONOMAC6,4.779869
417,CPI-637,MONOMAC6,1.387387
418,Camptothecin,MONOMAC6,-3.878581
419,Cediranib,MONOMAC6,0.724321
420,Cisplatin,MONOMAC6,1.057342
421,Crizotinib,MONOMAC6,0.863304
422,Cyclophosphamide,MONOMAC6,4.761188
423,Dabrafenib,MONOMAC6,1.593584
424,Dactinomycin,MONOMAC6,-5.551418
425,Daporinad,MONOMAC6,-6.360406
426,Dasatinib,MONOMAC6,0.601436
427,Docetaxel,MONOMAC6,-5.362865
428,Doramapimod,MONOMAC6,3.319389
429,EHT-1864,MONOMAC6,2.119919
430,EPZ004777,MONOMAC6,3.643607
431,Epirubicin,MONOMAC6,-1.279449
432,Erlotinib,MONOMAC6,1.927682
433,Fulvestrant,MONOMAC6,1.171788
434,GDC0810,MONOMAC6,4.653824
435,GNE-317,MONOMAC6,-0.384044
436,GSK1904529A,MONOMAC6,3.361578
437,GSK2830371,MONOMAC6,3.840053
438,GSK343,MONOMAC6,3.167461
439,GSK591,MONOMAC6,3.8941
440,GW441756,MONOMAC6,1.51788
441,Gefitinib,MONOMAC6,1.772904
442,Gemcitabine,MONOMAC6,-4.843396
443,I-BRD9,MONOMAC6,1.345108
444,ICL-SIRT078,MONOMAC6,2.162168
445,Irinotecan,MONOMAC6,0.09869
446,JNK Inhibitor VIII,MONOMAC6,4.696689
447,KU-55933,MONOMAC6,3.387302
448,LJI308,MONOMAC6,3.392309
449,Lapatinib,MONOMAC6,2.895672
450,Lestaurtinib,MONOMAC6,-4.419524
451,Luminespib,MONOMAC6,-4.936914
452,MG-132,MONOMAC6,-2.050918
453,MIM1,MONOMAC6,3.957696
454,MIRA-1,MONOMAC6,3.90638
455,MK-1775,MONOMAC6,-1.030491
456,MK-2206,MONOMAC6,0.212378
457,MK-8776,MONOMAC6,-0.148302
458,Motesanib,MONOMAC6,4.225031
459,Mycophenolic acid,MONOMAC6,1.003588
460,NU7441,MONOMAC6,1.289203
461,NVP-ADW742,MONOMAC6,0.556723
462,Nilotinib,MONOMAC6,1.801977
463,Nutlin-3a (-),MONOMAC6,4.336738
464,OSI-027,MONOMAC6,1.119575
465,Obatoclax Mesylate,MONOMAC6,-0.9275
466,Olaparib,MONOMAC6,3.170312
467,Osimertinib,MONOMAC6,0.550132
468,Oxaliplatin,MONOMAC6,1.637134
469,P22077,MONOMAC6,0.986203
470,PD0325901,MONOMAC6,0.066447
471,PD173074,MONOMAC6,2.519559
472,PFI-1,MONOMAC6,1.465349
473,PLX-4720,MONOMAC6,0.4971
474,POMHEX,MONOMAC6,-0.161213
475,Paclitaxel,MONOMAC6,-5.82445
476,Palbociclib,MONOMAC6,1.859921
477,Pevonedistat,MONOMAC6,-4.033075
478,Pictilisib,MONOMAC6,-0.349823
479,Pyridostatin,MONOMAC6,2.796411
480,RO-3306,MONOMAC6,2.053315
481,Rapamycin,MONOMAC6,-3.108759
482,Refametinib,MONOMAC6,-0.360598
483,Ribociclib,MONOMAC6,3.069551
484,Rucaparib,MONOMAC6,2.372484
485,SB216763,MONOMAC6,4.602899
486,SB590885,MONOMAC6,4.086722
487,SCH772984,MONOMAC6,1.356441
488,SGC0946,MONOMAC6,1.478139
489,SN-38,MONOMAC6,-5.062373
490,Sapitinib,MONOMAC6,3.48152
491,Savolitinib,MONOMAC6,0.797373
492,Selumetinib,MONOMAC6,1.823184
493,Sepantronium bromide,MONOMAC6,-4.214986
494,Serdemetan,MONOMAC6,1.89959
495,Sorafenib,MONOMAC6,-4.572455
496,Staurosporine,MONOMAC6,-5.909916
497,TW 37,MONOMAC6,0.312281
498,Talazoparib,MONOMAC6,0.707492
499,Tamoxifen,MONOMAC6,1.862034
500,Tanespimycin,MONOMAC6,-1.510369
501,Taselisib,MONOMAC6,-0.266481
502,Telomerase Inhibitor IX,MONOMAC6,-0.722456
503,Temozolomide,MONOMAC6,3.176285
504,Temsirolimus,MONOMAC6,-0.181792
505,Trametinib,MONOMAC6,-1.376072
506,UMI-77,MONOMAC6,1.620338
507,UNC0379,MONOMAC6,1.334856
508,UNC0638,MONOMAC6,1.883743
509,Ulixertinib,MONOMAC6,1.703154
510,Uprosertib,MONOMAC6,1.111944
511,VE821,MONOMAC6,2.003538
512,VX-11e,MONOMAC6,1.284252
513,Veliparib,MONOMAC6,3.977152
514,Venetoclax,MONOMAC6,0.578429
515,Vinblastine,MONOMAC6,-6.359207
516,Vinorelbine,MONOMAC6,-4.617505
517,Vismodegib,MONOMAC6,4.084193
518,Vorinostat,MONOMAC6,0.087911
519,WEHI-539,MONOMAC6,2.517096
520,Wee1 Inhibitor,MONOMAC6,-0.52499
521,YK-4-279,MONOMAC6,0.335603
522,ZM447439,MONOMAC6,0.962118
523,alpha-lipoic acid,MONOMAC6,6.211133
524,glutathione,MONOMAC6,8.923178
525,5-Fluorouracil,LS513,1.742438
526,5-azacytidine,LS513,3.380988
527,AGI-6780,LS513,4.47839
528,AGK2,LS513,2.611247
529,AT13148,LS513,4.4434
530,AZ6102,LS513,0.798365
531,AZ960,LS513,2.629074
532,AZD1208,LS513,3.668332
533,AZD1332,LS513,4.486385
534,AZD2014,LS513,1.281718
535,AZD3759,LS513,1.446812
536,AZD4547,LS513,3.99813
537,AZD5438,LS513,0.993794
538,AZD5582,LS513,4.829677
539,AZD5991,LS513,6.149584
540,AZD7762,LS513,0.715533
541,AZD8055,LS513,-0.138152
542,Acetalax,LS513,5.590222
543,Afatinib,LS513,-0.259734
544,Alisertib,LS513,0.25052
545,Alpelisib,LS513,3.180765
546,Avagacestat,LS513,4.887107
547,Axitinib,LS513,2.513083
548,BI-2536,LS513,-0.877715
549,BMS-345541,LS513,2.135081
550,BMS-754807,LS513,-1.114806
551,Bleomycin,LS513,2.038504
552,Bleomycin (50 uM),LS513,1.510962
553,Bosutinib,LS513,3.329184
554,Bromosporine,LS513,1.947817
555,CCT007093,LS513,5.698212
556,CPI-637,LS513,5.611521
557,Camptothecin,LS513,-3.160246
558,Carmustine,LS513,6.951097
559,Cisplatin,LS513,2.919147
560,Crizotinib,LS513,1.277685
561,Dabrafenib,LS513,4.404782
562,Dacarbazine,LS513,6.567301
563,Dactinomycin,LS513,-3.760591
564,Daporinad,LS513,-3.855835
565,Dasatinib,LS513,2.264065
566,Dihydrorotenone,LS513,2.075017
567,Dinaciclib,LS513,-2.886744
568,Docetaxel,LS513,-3.711243
569,Doramapimod,LS513,5.35352
570,EHT-1864,LS513,3.170517
571,EPZ004777,LS513,5.859496
572,Elephantin,LS513,1.96435
573,Entinostat,LS513,1.350856
574,Entospletinib,LS513,4.500123
575,Fludarabine,LS513,3.534461
576,Fulvestrant,LS513,6.0177
577,GSK-LSD1,LS513,1.683692
578,GSK1904529A,LS513,4.405936
579,GSK2110183B,LS513,1.405565
580,GSK2606414,LS513,3.552131
581,GSK2801,LS513,5.172107
582,GSK2830371,LS513,5.658243
583,GSK343,LS513,3.158856
584,GSK591,LS513,4.441317
585,GW441756,LS513,3.981601
586,Gallibiscoquinazole,LS513,3.494294
587,Gemcitabine,LS513,-3.243612
588,I-BET-762,LS513,3.169127
589,IWP-2,LS513,3.441628
590,Ibrutinib,LS513,4.813731
591,Irinotecan,LS513,1.813011
592,JNK Inhibitor VIII,LS513,5.540519
593,KRAS (G12C) Inhibitor-12,LS513,4.124174
594,KU-55933,LS513,5.775309
595,L-Oxonoreleagnine,LS513,4.146112
596,LCL161,LS513,5.528602
597,LJI308,LS513,4.729262
598,LMP744,LS513,-0.66299
599,Lapatinib,LS513,1.37076
600,Leflunomide,LS513,5.065966
601,Lestaurtinib,LS513,0.024441
602,Luminespib,LS513,-3.726129
603,MG-132,LS513,-1.429434
604,MIRA-1,LS513,4.312625
605,MK-1775,LS513,-0.595952
606,MK-2206,LS513,0.824578
607,ML323,LS513,4.24133
608,Mirin,LS513,4.089461
609,Motesanib,LS513,5.775309
610,Mycophenolic acid,LS513,0.645459
611,NU7441,LS513,3.189255
612,Nelarabine,LS513,6.796692
613,Niraparib,LS513,3.769896
614,Nutlin-3a (-),LS513,1.406242
615,OF-1,LS513,4.4166
616,OSI-027,LS513,4.801549
617,OTX015,LS513,2.015937
618,Obatoclax Mesylate,LS513,0.521782
619,Olaparib,LS513,3.813458
620,Oxaliplatin,LS513,1.776041
621,PCI-34051,LS513,3.487065
622,PD0325901,LS513,-3.224086
623,PD173074,LS513,3.514301
624,PFI-1,LS513,4.402877
625,PFI3,LS513,5.737934
626,PLX-4720,LS513,5.060211
627,POMHEX,LS513,0.590036
628,PRIMA-1MET,LS513,3.392785
629,PRT062607,LS513,2.476106
630,Palbociclib,LS513,1.209893
631,Picolinici-acid,LS513,4.748499
632,Pictilisib,LS513,0.296864
633,Podophyllotoxin bromide,LS513,-1.023477
634,RO-3306,LS513,2.570261
635,Rapamycin,LS513,-1.05794
636,Refametinib,LS513,-1.83118
637,Ribociclib,LS513,1.62957
638,Romidepsin,LS513,-4.322347
639,Rucaparib,LS513,3.004406
640,Ruxolitinib,LS513,5.222221
641,SB216763,LS513,3.048123
642,SB505124,LS513,1.328481
643,SB590885,LS513,3.307989
644,SCH772984,LS513,0.024482
645,SGC-CBP30,LS513,4.708829
646,SGC0946,LS513,1.776863
647,SN-38,LS513,-4.489221
648,Sapitinib,LS513,1.634124
649,Schweinfurthin A,LS513,3.308318
650,Selumetinib,LS513,-0.11144
651,Serdemetan,LS513,3.282957
652,Sinularin,LS513,2.589297
653,Staurosporine,LS513,-2.235196
654,TW 37,LS513,4.467028
655,Tanespimycin,LS513,-1.886624
656,Taselisib,LS513,0.327674
657,Temozolomide,LS513,7.248506
658,Temsirolimus,LS513,0.224156
659,Teniposide,LS513,1.352384
660,Topotecan,LS513,0.179324
661,Trametinib,LS513,-5.07196
662,UNC0379,LS513,2.50628
663,UNC0638,LS513,4.474052
664,Uprosertib,LS513,1.288134
665,VE-822,LS513,1.942905
666,VE821,LS513,2.798011
667,VX-11e,LS513,-0.154789
668,Veliparib,LS513,5.030822
669,Vincristine,LS513,-1.685101
670,Vinorelbine,LS513,-3.521728
671,Vismodegib,LS513,4.616114
672,WEHI-539,LS513,3.719036
673,WZ4003,LS513,3.224961
674,Wnt-C59,LS513,5.417568
675,XAV939,LS513,4.566113
676,ZM447439,LS513,1.744665
677,Zoledronate,LS513,4.536145
678,alpha-lipoic acid,LS513,7.90602
679,glutathione,LS513,8.468905
680,5-Fluorouracil,A101D,3.945825
681,5-azacytidine,A101D,1.198543
682,ABT737,A101D,0.474327
683,AGI-5198,A101D,5.528712
684,AGI-6780,A101D,4.501571
685,AGK2,A101D,4.176421
686,AMG-319,A101D,3.48855
687,AT13148,A101D,3.01253
688,AZ6102,A101D,1.301374
689,AZ960,A101D,1.863709
690,AZD1208,A101D,4.76108
691,AZD1332,A101D,3.201106
692,AZD2014,A101D,0.632457
693,AZD3759,A101D,2.991665
694,AZD4547,A101D,3.315949
695,AZD5363,A101D,1.810588
696,AZD5438,A101D,1.296108
697,AZD5582,A101D,-4.857478
698,AZD5991,A101D,4.140862
699,AZD6738,A101D,1.003643
700,AZD7762,A101D,0.300596
701,AZD8055,A101D,-1.27046
702,AZD8186,A101D,1.907486
703,Acetalax,A101D,7.083142
704,Afatinib,A101D,1.566515
705,Afuresertib,A101D,2.311981
706,Alisertib,A101D,1.283772
707,Alpelisib,A101D,4.226877
708,Avagacestat,A101D,4.064976
709,Axitinib,A101D,4.658258
710,BI-2536,A101D,-1.946281
711,BIBR-1532,A101D,4.784777
712,BMS-345541,A101D,4.974567
713,BMS-536924,A101D,3.229974
714,BMS-754807,A101D,2.67881
715,Bleomycin,A101D,2.168683
716,Bleomycin (50 uM),A101D,2.454798
717,Bortezomib,A101D,-6.884155
718,Bosutinib,A101D,3.215838
719,Bromosporine,A101D,2.010181
720,Buparlisib,A101D,0.294596
721,CCT007093,A101D,5.350212
722,CPI-637,A101D,4.177282
723,Camptothecin,A101D,-2.762168
724,Carmustine,A101D,6.005621
725,Cediranib,A101D,2.154311
726,Cisplatin,A101D,1.37653
727,Crizotinib,A101D,2.45638
728,Cyclophosphamide,A101D,5.782912
729,Dabrafenib,A101D,-1.036739
730,Dacarbazine,A101D,6.538847
731,Dactinomycin,A101D,-4.545826
732,Dasatinib,A101D,1.832577
733,Dihydrorotenone,A101D,1.789078
734,Dinaciclib,A101D,-3.298414
735,Docetaxel,A101D,-4.384575
736,Doramapimod,A101D,5.856646
737,EHT-1864,A101D,4.342398
738,EPZ004777,A101D,4.620337
