,drug,cell_line,IC50
198,ABT737,HEL,0.727914
199,AGI-5198,HEL,4.37324
200,AGI-6780,HEL,3.053522
201,AGK2,HEL,3.435404
202,AMG-319,HEL,4.372633
203,AT13148,HEL,2.924252
204,AZ6102,HEL,1.741545
205,AZ960,HEL,-0.45043
206,AZD1208,HEL,3.969908
207,AZD1332,HEL,3.827417
208,AZD2014,HEL,1.990833
209,AZD3759,HEL,1.690591
210,AZD4547,HEL,2.660068
211,AZD5153,HEL,-1.579341
212,AZD5438,HEL,1.373512
213,AZD5991,HEL,4.373228
214,AZD7762,HEL,-1.444233
215,Acetalax,HEL,5.229914
216,Afatinib,HEL,1.830878
217,Afuresertib,HEL,2.702003
218,Alisertib,HEL,2.270216
219,Alpelisib,HEL,3.426936
220,Avagacestat,HEL,4.044609
221,Axitinib,HEL,2.380458
222,BI-2536,HEL,-2.490341
223,BIBR-1532,HEL,4.341508
224,BMS-345541,HEL,1.703818
225,BMS-536924,HEL,1.081879
226,BMS-754807,HEL,2.841303
227,BX795,HEL,2.011093
228,Bicalutamide,HEL,4.373083
229,Bleomycin,HEL,2.162377
230,Bosutinib,HEL,1.223188
231,Bromosporine,HEL,1.232807
232,Buparlisib,HEL,1.076224
233,CCT007093,HEL,3.671145
234,CHIR-99021,HEL,1.043535
235,CZC24832,HEL,4.457007
236,Camptothecin,HEL,-3.978419
237,Carmustine,HEL,4.675045
238,Cediranib,HEL,1.947726
239,Crizotinib,HEL,1.63062
240,Cyclophosphamide,HEL,4.371572
241,Dabrafenib,HEL,3.765882
242,Dacarbazine,HEL,4.485565
243,Dactinomycin,HEL,-4.093321
244,Dactolisib,HEL,-2.54546
245,Dasatinib,HEL,2.165652
246,Dihydrorotenone,HEL,2.003986
247,Dinaciclib,HEL,-3.721416
248,Docetaxel,HEL,-2.894219
249,Doramapimod,HEL,2.989417
250,EPZ004777,HEL,3.648165
251,EPZ5676,HEL,4.556531
252,Elephantin,HEL,2.249668
253,Entinostat,HEL,0.481834
254,Entospletinib,HEL,2.510442
255,Epirubicin,HEL,-1.974206
256,Erlotinib,HEL,2.832938
257,Fludarabine,HEL,1.096348
258,Foretinib,HEL,2.901355
259,GDC0810,HEL,4.373016
260,GNE-317,HEL,1.206981
261,GSK-LSD1,HEL,-1.014576
262,GSK1904529A,HEL,4.18719
263,GSK2110183B,HEL,3.164307
264,GSK2578215A,HEL,3.7717
265,GSK2606414,HEL,2.635478
266,GSK269962A,HEL,2.759768
267,GSK343,HEL,1.867207
268,GSK591,HEL,2.624115
269,GW441756,HEL,2.751303
270,Gallibiscoquinazole,HEL,2.008598
271,Gefitinib,HEL,2.442367
272,Gemcitabine,HEL,-4.820891
273,I-BET-762,HEL,1.439985
274,I-BRD9,HEL,2.473141
275,IOX2,HEL,1.277448
276,IWP-2,HEL,2.290308
277,Ibrutinib,HEL,3.803914
278,Ipatasertib,HEL,3.972406
279,Irinotecan,HEL,1.118997
280,JNK Inhibitor VIII,HEL,3.199606
281,JQ1,HEL,-0.718532
282,KRAS (G12C) Inhibitor-12,HEL,3.869663
283,L-Oxonoreleagnine,HEL,1.962914
284,LCL161,HEL,4.511036
285,LGK974,HEL,3.820743
286,LJI308,HEL,4.167601
287,LMP744,HEL,-2.995625
288,LY2109761,HEL,3.744833
289,Lapatinib,HEL,2.532252
290,Leflunomide,HEL,3.650549
291,Lenalidomide,HEL,4.367074
292,Lestaurtinib,HEL,-0.851305
293,Linsitinib,HEL,3.230307
294,Luminespib,HEL,-3.507849
295,MIRA-1,HEL,3.277142
296,MK-1775,HEL,-1.025868
297,MK-2206,HEL,3.271386
298,MK-8776,HEL,0.553272
299,ML323,HEL,3.72267
300,MN-64,HEL,2.697512
301,Methotrexate,HEL,-2.372109
302,Mirin,HEL,3.667897
303,Mitoxantrone,HEL,-1.480227
304,Motesanib,HEL,4.093971
305,NU7441,HEL,1.688381
306,NVP-ADW742,HEL,3.816078
307,Navitoclax,HEL,-0.098989
308,Nelarabine,HEL,3.647548
309,Nilotinib,HEL,3.046639
310,Niraparib,HEL,1.954565
311,Nutlin-3a (-),HEL,4.287108
312,OF-1,HEL,4.031677
313,OSI-027,HEL,1.843611
314,OTX015,HEL,-0.090018
315,Obatoclax Mesylate,HEL,1.18841
316,Olaparib,HEL,3.503609
317,Osimertinib,HEL,1.743062
318,Oxaliplatin,HEL,2.097369
319,P22077,HEL,1.974511
320,PCI-34051,HEL,2.604943
321,PD0325901,HEL,2.94561
322,PD173074,HEL,2.836276
323,PF-4708671,HEL,2.541509
324,PFI3,HEL,4.011434
325,PLX-4720,HEL,3.103018
326,PRIMA-1MET,HEL,2.840747
327,PRT062607,HEL,2.055156
328,Paclitaxel,HEL,-2.214539
329,Palbociclib,HEL,1.188299
330,Pevonedistat,HEL,-2.09157
331,Picolinici-acid,HEL,4.305891
332,Pictilisib,HEL,1.988692
333,Piperlongumine,HEL,1.168082
334,Podophyllotoxin bromide,HEL,-1.467516
335,Pyridostatin,HEL,4.373158
336,RO-3306,HEL,1.500782
337,RVX-208,HEL,4.288528
338,Rapamycin,HEL,-1.231258
339,Refametinib,HEL,4.266376
340,Ribociclib,HEL,2.030058
341,Romidepsin,HEL,-5.02797
342,Rucaparib,HEL,3.221512
343,Ruxolitinib,HEL,1.434941
344,SB216763,HEL,2.228604
345,SB505124,HEL,3.876046
346,SB590885,HEL,3.544834
347,SCH772984,HEL,3.395692
348,SGC-CBP30,HEL,3.113634
349,SGC0946,HEL,1.168598
350,SL0101,HEL,3.070563
351,SN-38,HEL,-4.767978
352,Sabutoclax,HEL,-1.540775
353,Sapitinib,HEL,3.910589
354,Savolitinib,HEL,1.108371
355,Schweinfurthin A,HEL,-1.57222
356,Selumetinib,HEL,4.37794
357,Sepantronium bromide,HEL,-1.83873
358,Serdemetan,HEL,2.50108
359,Staurosporine,HEL,-3.532707
360,Talazoparib,HEL,0.547618
361,Tamoxifen,HEL,4.306699
362,Tanespimycin,HEL,0.217353
363,Taselisib,HEL,4.241866
364,Temozolomide,HEL,4.056126
365,Temsirolimus,HEL,0.472727
366,Teniposide,HEL,-1.205994
367,Topotecan,HEL,-1.103777
368,Tozasertib,HEL,1.441849
369,Trametinib,HEL,1.549934
370,Tretinoin,HEL,3.764337
371,Ulixertinib,HEL,3.630857
372,Uprosertib,HEL,3.792156
373,VE-822,HEL,-0.014849
374,VE821,HEL,0.905257
375,VX-11e,HEL,2.47524
376,Veliparib,HEL,4.214052
377,Venetoclax,HEL,2.791771
378,Vincristine,HEL,-1.987847
379,Vismodegib,HEL,3.815731
380,Vorinostat,HEL,-0.043489
381,WEHI-539,HEL,0.162486
382,WIKI4,HEL,3.705608
383,WZ4003,HEL,3.187116
384,Wee1 Inhibitor,HEL,0.035601
385,Wnt-C59,HEL,3.354435
386,XAV939,HEL,3.142521
387,YK-4-279,HEL,2.033787
388,ZM447439,HEL,2.134254
389,Zoledronate,HEL,2.616975
390,5-azacytidine,MONOMAC6,-0.026691
391,A-366,MONOMAC6,2.943793
392,ABT737,MONOMAC6,-0.383812
393,AGI-5198,MONOMAC6,3.6054
394,AGK2,MONOMAC6,1.891061
395,AMG-319,MONOMAC6,3.168427
396,AT13148,MONOMAC6,2.515083
397,AZ6102,MONOMAC6,1.096492
398,AZD3759,MONOMAC6,2.26116
399,AZD4547,MONOMAC6,0.93736
400,AZD7762,MONOMAC6,-5.224524
401,Afatinib,MONOMAC6,0.410422
402,Afuresertib,MONOMAC6,-0.969202
403,Alisertib,MONOMAC6,1.402632
404,Alpelisib,MONOMAC6,3.08351
405,Avagacestat,MONOMAC6,3.139284
406,Axitinib,MONOMAC6,1.635504
407,BI-2536,MONOMAC6,-4.694406
408,BIBR-1532,MONOMAC6,3.771469
409,BMS-536924,MONOMAC6,-1.039763
410,BMS-754807,MONOMAC6,1.114902
411,Bleomycin (50 uM),MONOMAC6,4.258549
412,Bosutinib,MONOMAC6,-0.189497
413,Buparlisib,MONOMAC6,-0.259172
414,CCT007093,MONOMAC6,4.779869
415,CPI-637,MONOMAC6,1.387387
416,Camptothecin,MONOMAC6,-3.878581
417,Cediranib,MONOMAC6,0.724321
418,Cisplatin,MONOMAC6,1.057342
419,Crizotinib,MONOMAC6,0.863304
420,Cyclophosphamide,MONOMAC6,4.761188
421,Cytarabine,MONOMAC6,1.6038
422,Dabrafenib,MONOMAC6,1.593584
423,Dactinomycin,MONOMAC6,-5.551418
424,Dactolisib,MONOMAC6,-3.14532
425,Dasatinib,MONOMAC6,0.601436
426,Docetaxel,MONOMAC6,-5.362865
427,Doramapimod,MONOMAC6,3.319389
428,EPZ004777,MONOMAC6,3.643607
429,EPZ5676,MONOMAC6,3.383985
430,Epirubicin,MONOMAC6,-1.279449
431,Erlotinib,MONOMAC6,1.927682
432,Foretinib,MONOMAC6,-5.432385
433,GDC0810,MONOMAC6,4.653824
434,GNE-317,MONOMAC6,-0.384044
435,GSK1904529A,MONOMAC6,3.361578
436,GSK2578215A,MONOMAC6,3.959929
437,GSK2830371,MONOMAC6,3.840053
438,GSK343,MONOMAC6,3.167461
439,GSK591,MONOMAC6,3.8941
440,GW441756,MONOMAC6,1.51788
441,Gefitinib,MONOMAC6,1.772904
442,Gemcitabine,MONOMAC6,-4.843396
443,I-BRD9,MONOMAC6,1.345108
444,Ipatasertib,MONOMAC6,0.422304
445,Irinotecan,MONOMAC6,0.09869
446,JNK Inhibitor VIII,MONOMAC6,4.696689
447,JQ1,MONOMAC6,-1.728477
448,LGK974,MONOMAC6,2.712634
449,LJI308,MONOMAC6,3.392309
450,Lapatinib,MONOMAC6,2.895672
451,Lenalidomide,MONOMAC6,3.754978
452,Lestaurtinib,MONOMAC6,-4.419524
453,Linsitinib,MONOMAC6,3.131902
454,Luminespib,MONOMAC6,-4.936914
455,MIRA-1,MONOMAC6,3.90638
456,MK-1775,MONOMAC6,-1.030491
457,MK-2206,MONOMAC6,0.212378
458,MK-8776,MONOMAC6,-0.148302
459,Methotrexate,MONOMAC6,-4.703608
460,Motesanib,MONOMAC6,4.225031
461,Mycophenolic acid,MONOMAC6,1.003588
462,N-acetyl cysteine,MONOMAC6,9.400527
463,NU7441,MONOMAC6,1.289203
464,NVP-ADW742,MONOMAC6,0.556723
465,Navitoclax,MONOMAC6,1.415579
466,Nilotinib,MONOMAC6,1.801977
467,Nutlin-3a (-),MONOMAC6,4.336738
468,OSI-027,MONOMAC6,1.119575
469,Obatoclax Mesylate,MONOMAC6,-0.9275
470,Olaparib,MONOMAC6,3.170312
471,Osimertinib,MONOMAC6,0.550132
472,Oxaliplatin,MONOMAC6,1.637134
473,P22077,MONOMAC6,0.986203
474,PD0325901,MONOMAC6,0.066447
475,PD173074,MONOMAC6,2.519559
476,PLX-4720,MONOMAC6,0.4971
477,POMHEX,MONOMAC6,-0.161213
478,Paclitaxel,MONOMAC6,-5.82445
479,Palbociclib,MONOMAC6,1.859921
480,Pevonedistat,MONOMAC6,-4.033075
481,Pictilisib,MONOMAC6,-0.349823
482,Pyridostatin,MONOMAC6,2.796411
483,RO-3306,MONOMAC6,2.053315
484,Rapamycin,MONOMAC6,-3.108759
485,Refametinib,MONOMAC6,-0.360598
486,Ribociclib,MONOMAC6,3.069551
487,Rucaparib,MONOMAC6,2.372484
488,SB216763,MONOMAC6,4.602899
489,SB590885,MONOMAC6,4.086722
490,SCH772984,MONOMAC6,1.356441
491,SGC0946,MONOMAC6,1.478139
492,SN-38,MONOMAC6,-5.062373
493,Sapitinib,MONOMAC6,3.48152
494,Savolitinib,MONOMAC6,0.797373
495,Selumetinib,MONOMAC6,1.823184
496,Sepantronium bromide,MONOMAC6,-4.214986
497,Serdemetan,MONOMAC6,1.89959
498,Staurosporine,MONOMAC6,-5.909916
499,TW 37,MONOMAC6,0.312281
500,Talazoparib,MONOMAC6,0.707492
501,Tamoxifen,MONOMAC6,1.862034
502,Tanespimycin,MONOMAC6,-1.510369
503,Taselisib,MONOMAC6,-0.266481
504,Temozolomide,MONOMAC6,3.176285
505,Temsirolimus,MONOMAC6,-0.181792
506,Trametinib,MONOMAC6,-1.376072
507,UMI-77,MONOMAC6,1.620338
508,UNC0379,MONOMAC6,1.334856
509,UNC0638,MONOMAC6,1.883743
510,Ulixertinib,MONOMAC6,1.703154
511,Uprosertib,MONOMAC6,1.111944
512,VE821,MONOMAC6,2.003538
513,VX-11e,MONOMAC6,1.284252
514,Veliparib,MONOMAC6,3.977152
515,Venetoclax,MONOMAC6,0.578429
516,Vinblastine,MONOMAC6,-6.359207
517,Vismodegib,MONOMAC6,4.084193
518,Vorinostat,MONOMAC6,0.087911
519,WEHI-539,MONOMAC6,2.517096
520,WIKI4,MONOMAC6,4.778531
521,Wee1 Inhibitor,MONOMAC6,-0.52499
522,YK-4-279,MONOMAC6,0.335603
523,ZM447439,MONOMAC6,0.962118
524,alpha-lipoic acid,MONOMAC6,6.211133
525,glutathione,MONOMAC6,8.923178
526,5-azacytidine,LS513,3.380988
527,A-366,LS513,3.638545
528,AGI-6780,LS513,4.47839
529,AGK2,LS513,2.611247
530,AT13148,LS513,4.4434
531,AZ6102,LS513,0.798365
532,AZ960,LS513,2.629074
533,AZD1208,LS513,3.668332
534,AZD1332,LS513,4.486385
535,AZD2014,LS513,1.281718
536,AZD3759,LS513,1.446812
537,AZD4547,LS513,3.99813
538,AZD5153,LS513,2.064885
539,AZD5438,LS513,0.993794
540,AZD5991,LS513,6.149584
541,AZD7762,LS513,0.715533
542,Acetalax,LS513,5.590222
543,Afatinib,LS513,-0.259734
544,Alisertib,LS513,0.25052
545,Alpelisib,LS513,3.180765
546,Avagacestat,LS513,4.887107
547,Axitinib,LS513,2.513083
548,BI-2536,LS513,-0.877715
549,BMS-345541,LS513,2.135081
550,BMS-754807,LS513,-1.114806
551,Bleomycin,LS513,2.038504
552,Bleomycin (50 uM),LS513,1.510962
553,Bosutinib,LS513,3.329184
554,Bromosporine,LS513,1.947817
555,CCT007093,LS513,5.698212
556,CPI-637,LS513,5.611521
557,CZC24832,LS513,4.956259
558,Camptothecin,LS513,-3.160246
559,Carmustine,LS513,6.951097
560,Cisplatin,LS513,2.919147
561,Crizotinib,LS513,1.277685
562,Dabrafenib,LS513,4.404782
563,Dacarbazine,LS513,6.567301
564,Dactinomycin,LS513,-3.760591
565,Dasatinib,LS513,2.264065
566,Dihydrorotenone,LS513,2.075017
567,Dinaciclib,LS513,-2.886744
568,Docetaxel,LS513,-3.711243
569,Doramapimod,LS513,5.35352
570,EPZ004777,LS513,5.859496
571,EPZ5676,LS513,5.133465
572,Elephantin,LS513,1.96435
573,Entinostat,LS513,1.350856
574,Entospletinib,LS513,4.500123
575,Fludarabine,LS513,3.534461
576,GSK-LSD1,LS513,1.683692
577,GSK1904529A,LS513,4.405936
578,GSK2110183B,LS513,1.405565
579,GSK2606414,LS513,3.552131
580,GSK2830371,LS513,5.658243
581,GSK343,LS513,3.158856
582,GSK591,LS513,4.441317
583,GW441756,LS513,3.981601
584,Gallibiscoquinazole,LS513,3.494294
585,Gemcitabine,LS513,-3.243612
586,I-BET-762,LS513,3.169127
587,IWP-2,LS513,3.441628
588,Ibrutinib,LS513,4.813731
589,Irinotecan,LS513,1.813011
590,JNK Inhibitor VIII,LS513,5.540519
591,JQ1,LS513,1.464482
592,KRAS (G12C) Inhibitor-12,LS513,4.124174
593,L-Oxonoreleagnine,LS513,4.146112
594,LCL161,LS513,5.528602
595,LGK974,LS513,4.447995
596,LJI308,LS513,4.729262
597,LMP744,LS513,-0.66299
598,LY2109761,LS513,4.92314
599,Lapatinib,LS513,1.37076
600,Leflunomide,LS513,5.065966
601,Lenalidomide,LS513,5.504545
602,Lestaurtinib,LS513,0.024441
603,Linsitinib,LS513,1.593206
604,Luminespib,LS513,-3.726129
605,MIRA-1,LS513,4.312625
606,MK-1775,LS513,-0.595952
607,MK-2206,LS513,0.824578
608,ML323,LS513,4.24133
609,MN-64,LS513,5.071992
610,Methotrexate,LS513,-0.864728
611,Mirin,LS513,4.089461
612,Mitoxantrone,LS513,0.384495
613,Motesanib,LS513,5.775309
614,Mycophenolic acid,LS513,0.645459
615,N-acetyl cysteine,LS513,8.988045
616,NU7441,LS513,3.189255
617,Navitoclax,LS513,2.150489
618,Nelarabine,LS513,6.796692
619,Niraparib,LS513,3.769896
620,Nutlin-3a (-),LS513,1.406242
621,OF-1,LS513,4.4166
622,OSI-027,LS513,4.801549
623,OTX015,LS513,2.015937
624,Obatoclax Mesylate,LS513,0.521782
625,Olaparib,LS513,3.813458
626,Oxaliplatin,LS513,1.776041
627,PCI-34051,LS513,3.487065
628,PD0325901,LS513,-3.224086
629,PD173074,LS513,3.514301
630,PFI3,LS513,5.737934
631,PLX-4720,LS513,5.060211
632,POMHEX,LS513,0.590036
633,PRIMA-1MET,LS513,3.392785
634,PRT062607,LS513,2.476106
635,Palbociclib,LS513,1.209893
636,Picolinici-acid,LS513,4.748499
637,Pictilisib,LS513,0.296864
638,Podophyllotoxin bromide,LS513,-1.023477
639,RO-3306,LS513,2.570261
640,RVX-208,LS513,5.333803
641,Rapamycin,LS513,-1.05794
642,Refametinib,LS513,-1.83118
643,Ribociclib,LS513,1.62957
644,Romidepsin,LS513,-4.322347
645,Rucaparib,LS513,3.004406
646,Ruxolitinib,LS513,5.222221
647,SB216763,LS513,3.048123
648,SB505124,LS513,1.328481
649,SB590885,LS513,3.307989
650,SCH772984,LS513,0.024482
651,SGC-CBP30,LS513,4.708829
652,SGC0946,LS513,1.776863
653,SN-38,LS513,-4.489221
654,Sabutoclax,LS513,-0.200939
655,Sapitinib,LS513,1.634124
656,Schweinfurthin A,LS513,3.308318
657,Selumetinib,LS513,-0.11144
658,Serdemetan,LS513,3.282957
659,Staurosporine,LS513,-2.235196
660,TW 37,LS513,4.467028
661,Tanespimycin,LS513,-1.886624
662,Taselisib,LS513,0.327674
663,Temozolomide,LS513,7.248506
664,Temsirolimus,LS513,0.224156
665,Teniposide,LS513,1.352384
666,Topotecan,LS513,0.179324
667,Trametinib,LS513,-5.07196
668,UNC0379,LS513,2.50628
669,UNC0638,LS513,4.474052
670,Uprosertib,LS513,1.288134
671,VE-822,LS513,1.942905
672,VE821,LS513,2.798011
673,VX-11e,LS513,-0.154789
674,Veliparib,LS513,5.030822
675,Vincristine,LS513,-1.685101
676,Vismodegib,LS513,4.616114
677,WEHI-539,LS513,3.719036
678,WZ4003,LS513,3.224961
679,Wnt-C59,LS513,5.417568
680,XAV939,LS513,4.566113
681,ZM447439,LS513,1.744665
682,Zoledronate,LS513,4.536145
683,alpha-lipoic acid,LS513,7.90602
684,glutathione,LS513,8.468905
685,5-azacytidine,A101D,1.198543
686,A-366,A101D,5.475173
687,ABT737,A101D,0.474327
688,AGI-5198,A101D,5.528712
689,AGI-6780,A101D,4.501571
690,AGK2,A101D,4.176421
691,AMG-319,A101D,3.48855
692,AT13148,A101D,3.01253
693,AZ6102,A101D,1.301374
694,AZ960,A101D,1.863709
695,AZD1208,A101D,4.76108
696,AZD1332,A101D,3.201106
697,AZD2014,A101D,0.632457
698,AZD3759,A101D,2.991665
699,AZD4547,A101D,3.315949
700,AZD5153,A101D,0.408255
701,AZD5438,A101D,1.296108
702,AZD5991,A101D,4.140862
703,AZD7762,A101D,0.300596
704,Acetalax,A101D,7.083142
705,Afatinib,A101D,1.566515
706,Afuresertib,A101D,2.311981
707,Alisertib,A101D,1.283772
708,Alpelisib,A101D,4.226877
709,Avagacestat,A101D,4.064976
710,Axitinib,A101D,4.658258
711,BI-2536,A101D,-1.946281
712,BIBR-1532,A101D,4.784777
713,BMS-345541,A101D,4.974567
714,BMS-536924,A101D,3.229974
715,BMS-754807,A101D,2.67881
716,Bleomycin,A101D,2.168683
717,Bleomycin (50 uM),A101D,2.454798
718,Bosutinib,A101D,3.215838
719,Bromosporine,A101D,2.010181
720,Buparlisib,A101D,0.294596
721,CCT007093,A101D,5.350212
722,CPI-637,A101D,4.177282
723,CZC24832,A101D,4.688979
724,Camptothecin,A101D,-2.762168
725,Carmustine,A101D,6.005621
726,Cediranib,A101D,2.154311
727,Cisplatin,A101D,1.37653
728,Crizotinib,A101D,2.45638
729,Cyclophosphamide,A101D,5.782912
730,Cytarabine,A101D,0.560338
731,Dabrafenib,A101D,-1.036739
732,Dacarbazine,A101D,6.538847
733,Dactinomycin,A101D,-4.545826
734,Dactolisib,A101D,-3.345471
735,Dasatinib,A101D,1.832577
736,Dihydrorotenone,A101D,1.789078
737,Dinaciclib,A101D,-3.298414
738,Docetaxel,A101D,-4.384575
739,Doramapimod,A101D,5.856646
740,EPZ004777,A101D,4.620337
