,drug,cell_line,IC50
120,Nutlin-3a (-),HL60,3.685447
121,OF-1,HL60,0.928478
122,OSI-027,HL60,3.820561
123,OTX015,HL60,-0.554517
124,Obatoclax Mesylate,HL60,0.645424
125,Olaparib,HL60,3.475814
126,Osimertinib,HL60,1.05863
127,Oxaliplatin,HL60,2.398582
128,P22077,HL60,1.495135
129,PCI-34051,HL60,4.391048
130,PD0325901,HL60,-3.501066
131,PFI-1,HL60,2.459947
132,PFI3,HL60,4.259533
133,PLX-4720,HL60,3.794436
134,POMHEX,HL60,1.407742
135,PRIMA-1MET,HL60,5.892109
136,PRT062607,HL60,2.149309
137,Paclitaxel,HL60,-4.906881
138,Palbociclib,HL60,2.306101
139,Pevonedistat,HL60,-1.459439
140,Picolinici-acid,HL60,4.740492
141,Podophyllotoxin bromide,HL60,-1.674663
142,RO-3306,HL60,4.847768
143,RVX-208,HL60,3.35364
144,Rapamycin,HL60,-1.398099
145,Refametinib,HL60,-1.167613
146,Remodelin,HL60,3.243689
147,Ribociclib,HL60,3.433514
148,Romidepsin,HL60,-6.094023
149,Rucaparib,HL60,3.78804
150,SB216763,HL60,3.882611
151,SB590885,HL60,3.906465
152,SCH772984,HL60,0.146872
153,SGC-CBP30,HL60,3.667655
154,SGC0946,HL60,1.874233
155,SN-38,HL60,-5.868396
156,Sabutoclax,HL60,0.814406
157,Savolitinib,HL60,1.442681
158,Schweinfurthin A,HL60,-1.71815
159,Selumetinib,HL60,0.441364
160,Sepantronium bromide,HL60,-5.547198
161,Serdemetan,HL60,3.580526
162,Sinularin,HL60,3.352685
163,Sorafenib,HL60,0.645929
164,Staurosporine,HL60,-2.354547
165,Tamoxifen,HL60,2.773471
166,Tanespimycin,HL60,-0.02127
167,Taselisib,HL60,1.075933
168,Telomerase Inhibitor IX,HL60,-0.174372
169,Temozolomide,HL60,5.287843
170,Temsirolimus,HL60,0.734264
171,Teniposide,HL60,-1.596655
172,Topotecan,HL60,-1.336943
173,UMI-77,HL60,1.435243
174,Ulixertinib,HL60,1.306203
175,Uprosertib,HL60,3.358422
176,VE821,HL60,4.8754
177,VX-11e,HL60,2.050311
178,Veliparib,HL60,4.110177
179,Venetoclax,HL60,-4.488296
180,Vinblastine,HL60,-6.310347
181,Vincristine,HL60,-4.649077
182,Vinorelbine,HL60,-4.581106
183,Vismodegib,HL60,3.578583
184,Vorinostat,HL60,0.205701
185,WIKI4,HL60,2.307919
186,WZ4003,HL60,3.666695
187,Wee1 Inhibitor,HL60,0.84796
188,Wnt-C59,HL60,3.23988
189,XAV939,HL60,4.349326
190,YK-4-279,HL60,0.316688
191,ZM447439,HL60,-0.106262
192,Zoledronate,HL60,3.148767
193,alpha-lipoic acid,HL60,5.007582
194,glutathione,HL60,8.188005
195,5-Fluorouracil,HEL,2.462663
196,ABT737,HEL,0.727914
197,AGI-5198,HEL,4.37324
198,AGI-6780,HEL,3.053522
199,AGK2,HEL,3.435404
200,AMG-319,HEL,4.372633
201,AZ6102,HEL,1.741545
202,AZD1332,HEL,3.827417
203,AZD2014,HEL,1.990833
204,AZD3759,HEL,1.690591
205,AZD4547,HEL,2.660068
206,AZD5153,HEL,-1.579341
207,AZD5363,HEL,4.258594
208,AZD5438,HEL,1.373512
209,AZD5582,HEL,4.464754
210,AZD5991,HEL,4.373228
211,AZD6482,HEL,3.83721
212,AZD6738,HEL,-0.401548
213,AZD7762,HEL,-1.444233
214,AZD8186,HEL,4.372257
215,Acetalax,HEL,5.229914
216,Afatinib,HEL,1.830878
217,Afuresertib,HEL,2.702003
218,Alisertib,HEL,2.270216
219,Avagacestat,HEL,4.044609
220,Axitinib,HEL,2.380458
221,BI-2536,HEL,-2.490341
222,BIBR-1532,HEL,4.341508
223,BMS-345541,HEL,1.703818
224,BMS-536924,HEL,1.081879
225,BMS-754807,HEL,2.841303
226,BX795,HEL,2.011093
227,Bicalutamide,HEL,4.373083
228,Bleomycin,HEL,2.162377
229,Bortezomib,HEL,-5.526198
230,Bosutinib,HEL,1.223188
231,Bromosporine,HEL,1.232807
232,Buparlisib,HEL,1.076224
233,CCT-018159,HEL,2.639738
234,CCT007093,HEL,3.671145
235,CHIR-99021,HEL,1.043535
236,CZC24832,HEL,4.457007
237,Camptothecin,HEL,-3.978419
238,Carmustine,HEL,4.675045
239,Cediranib,HEL,1.947726
240,Crizotinib,HEL,1.63062
241,Cyclophosphamide,HEL,4.371572
242,Dabrafenib,HEL,3.765882
243,Dactinomycin,HEL,-4.093321
244,Dactolisib,HEL,-2.54546
245,Daporinad,HEL,-5.692192
246,Dihydrorotenone,HEL,2.003986
247,Dinaciclib,HEL,-3.721416
248,Docetaxel,HEL,-2.894219
249,Doramapimod,HEL,2.989417
250,EHT-1864,HEL,2.898275
251,EPZ004777,HEL,3.648165
252,EPZ5676,HEL,4.556531
253,Elephantin,HEL,2.249668
254,Elesclomol,HEL,-3.873658
255,Entinostat,HEL,0.481834
256,Epirubicin,HEL,-1.974206
257,Erlotinib,HEL,2.832938
258,Fludarabine,HEL,1.096348
259,Foretinib,HEL,2.901355
260,Fulvestrant,HEL,2.61263
261,GDC0810,HEL,4.373016
262,GNE-317,HEL,1.206981
263,GSK-LSD1,HEL,-1.014576
264,GSK1904529A,HEL,4.18719
265,GSK2110183B,HEL,3.164307
266,GSK2578215A,HEL,3.7717
267,GSK2606414,HEL,2.635478
268,GSK269962A,HEL,2.759768
269,GSK2801,HEL,4.201838
270,GSK343,HEL,1.867207
271,GSK591,HEL,2.624115
272,GW441756,HEL,2.751303
273,Gallibiscoquinazole,HEL,2.008598
274,Gemcitabine,HEL,-4.820891
275,I-BET-762,HEL,1.439985
276,I-BRD9,HEL,2.473141
277,Ibrutinib,HEL,3.803914
278,Ipatasertib,HEL,3.972406
279,Irinotecan,HEL,1.118997
280,JNK Inhibitor VIII,HEL,3.199606
281,JQ1,HEL,-0.718532
282,KRAS (G12C) Inhibitor-12,HEL,3.869663
283,KU-55933,HEL,4.139366
284,L-Oxonoreleagnine,HEL,1.962914
285,LCL161,HEL,4.511036
286,LGK974,HEL,3.820743
287,LJI308,HEL,4.167601
288,LMP744,HEL,-2.995625
289,LY2109761,HEL,3.744833
290,Lapatinib,HEL,2.532252
291,Lenalidomide,HEL,4.367074
292,Lestaurtinib,HEL,-0.851305
293,Linsitinib,HEL,3.230307
294,Luminespib,HEL,-3.507849
295,MG-132,HEL,-1.846089
296,MIRA-1,HEL,3.277142
297,MK-1775,HEL,-1.025868
298,MK-2206,HEL,3.271386
299,MK-8776,HEL,0.553272
300,ML323,HEL,3.72267
301,MN-64,HEL,2.697512
302,Methotrexate,HEL,-2.372109
303,Mirin,HEL,3.667897
304,Mitoxantrone,HEL,-1.480227
305,Motesanib,HEL,4.093971
306,NU7441,HEL,1.688381
307,NVP-ADW742,HEL,3.816078
308,Navitoclax,HEL,-0.098989
309,Nelarabine,HEL,3.647548
310,Nilotinib,HEL,3.046639
311,Niraparib,HEL,1.954565
312,Nutlin-3a (-),HEL,4.287108
313,OF-1,HEL,4.031677
314,OSI-027,HEL,1.843611
315,OTX015,HEL,-0.090018
316,Obatoclax Mesylate,HEL,1.18841
317,Olaparib,HEL,3.503609
318,Osimertinib,HEL,1.743062
319,Oxaliplatin,HEL,2.097369
320,P22077,HEL,1.974511
321,PCI-34051,HEL,2.604943
322,PD0325901,HEL,2.94561
323,PF-4708671,HEL,2.541509
324,PFI-1,HEL,2.288104
325,PFI3,HEL,4.011434
326,PLX-4720,HEL,3.103018
327,PRIMA-1MET,HEL,2.840747
328,PRT062607,HEL,2.055156
329,Paclitaxel,HEL,-2.214539
330,Palbociclib,HEL,1.188299
331,Pevonedistat,HEL,-2.09157
332,Picolinici-acid,HEL,4.305891
333,Piperlongumine,HEL,1.168082
334,Podophyllotoxin bromide,HEL,-1.467516
335,RO-3306,HEL,1.500782
336,RVX-208,HEL,4.288528
337,Rapamycin,HEL,-1.231258
338,Refametinib,HEL,4.266376
339,Ribociclib,HEL,2.030058
340,Romidepsin,HEL,-5.02797
341,Rucaparib,HEL,3.221512
342,SB216763,HEL,2.228604
343,SB505124,HEL,3.876046
344,SB590885,HEL,3.544834
345,SCH772984,HEL,3.395692
346,SGC-CBP30,HEL,3.113634
347,SGC0946,HEL,1.168598
348,SL0101,HEL,3.070563
349,SN-38,HEL,-4.767978
350,Sabutoclax,HEL,-1.540775
351,Savolitinib,HEL,1.108371
352,Schweinfurthin A,HEL,-1.57222
353,Selumetinib,HEL,4.37794
354,Sepantronium bromide,HEL,-1.83873
355,Serdemetan,HEL,2.50108
356,Sinularin,HEL,2.954225
357,Sorafenib,HEL,1.859532
358,Staurosporine,HEL,-3.532707
359,Tamoxifen,HEL,4.306699
360,Tanespimycin,HEL,0.217353
361,Taselisib,HEL,4.241866
362,Telomerase Inhibitor IX,HEL,0.007884
363,Temozolomide,HEL,4.056126
364,Temsirolimus,HEL,0.472727
365,Teniposide,HEL,-1.205994
366,Topotecan,HEL,-1.103777
367,Tretinoin,HEL,3.764337
368,Ulixertinib,HEL,3.630857
369,Uprosertib,HEL,3.792156
370,VE821,HEL,0.905257
371,VX-11e,HEL,2.47524
372,Veliparib,HEL,4.214052
373,Venetoclax,HEL,2.791771
374,Vincristine,HEL,-1.987847
375,Vinorelbine,HEL,-2.338475
376,Vismodegib,HEL,3.815731
377,Vorinostat,HEL,-0.043489
378,WIKI4,HEL,3.705608
379,WZ4003,HEL,3.187116
380,Wee1 Inhibitor,HEL,0.035601
381,Wnt-C59,HEL,3.354435
382,XAV939,HEL,3.142521
383,YK-4-279,HEL,2.033787
384,ZM447439,HEL,2.134254
385,Zoledronate,HEL,2.616975
386,5-Fluorouracil,MONOMAC6,0.072576
387,5-azacytidine,MONOMAC6,-0.026691
388,A-366,MONOMAC6,2.943793
389,ABT737,MONOMAC6,-0.383812
390,AGI-5198,MONOMAC6,3.6054
391,AGK2,MONOMAC6,1.891061
392,AMG-319,MONOMAC6,3.168427
393,AZ6102,MONOMAC6,1.096492
394,AZD3759,MONOMAC6,2.26116
395,AZD4547,MONOMAC6,0.93736
396,AZD5363,MONOMAC6,0.668029
397,AZD6738,MONOMAC6,0.37761
398,AZD7762,MONOMAC6,-5.224524
399,AZD8055,MONOMAC6,-0.519294
400,AZD8186,MONOMAC6,0.329936
401,Afatinib,MONOMAC6,0.410422
402,Afuresertib,MONOMAC6,-0.969202
403,Alisertib,MONOMAC6,1.402632
404,Avagacestat,MONOMAC6,3.139284
405,Axitinib,MONOMAC6,1.635504
406,BI-2536,MONOMAC6,-4.694406
407,BIBR-1532,MONOMAC6,3.771469
408,BMS-536924,MONOMAC6,-1.039763
409,BMS-754807,MONOMAC6,1.114902
410,Bleomycin (50 uM),MONOMAC6,4.258549
411,Bortezomib,MONOMAC6,-5.692622
412,Bosutinib,MONOMAC6,-0.189497
413,Buparlisib,MONOMAC6,-0.259172
414,CCT007093,MONOMAC6,4.779869
415,CPI-637,MONOMAC6,1.387387
416,Camptothecin,MONOMAC6,-3.878581
417,Cediranib,MONOMAC6,0.724321
418,Cisplatin,MONOMAC6,1.057342
419,Crizotinib,MONOMAC6,0.863304
420,Cyclophosphamide,MONOMAC6,4.761188
421,Cytarabine,MONOMAC6,1.6038
422,Dabrafenib,MONOMAC6,1.593584
423,Dactinomycin,MONOMAC6,-5.551418
424,Dactolisib,MONOMAC6,-3.14532
425,Daporinad,MONOMAC6,-6.360406
426,Docetaxel,MONOMAC6,-5.362865
427,Doramapimod,MONOMAC6,3.319389
428,EHT-1864,MONOMAC6,2.119919
429,EPZ004777,MONOMAC6,3.643607
430,EPZ5676,MONOMAC6,3.383985
431,Epirubicin,MONOMAC6,-1.279449
432,Erlotinib,MONOMAC6,1.927682
433,Foretinib,MONOMAC6,-5.432385
434,Fulvestrant,MONOMAC6,1.171788
435,GDC0810,MONOMAC6,4.653824
436,GNE-317,MONOMAC6,-0.384044
437,GSK1904529A,MONOMAC6,3.361578
438,GSK2578215A,MONOMAC6,3.959929
439,GSK2830371,MONOMAC6,3.840053
440,GSK343,MONOMAC6,3.167461
441,GSK591,MONOMAC6,3.8941
442,GW441756,MONOMAC6,1.51788
443,Gemcitabine,MONOMAC6,-4.843396
444,I-BRD9,MONOMAC6,1.345108
445,ICL-SIRT078,MONOMAC6,2.162168
446,Ipatasertib,MONOMAC6,0.422304
447,Irinotecan,MONOMAC6,0.09869
448,JNK Inhibitor VIII,MONOMAC6,4.696689
449,JQ1,MONOMAC6,-1.728477
450,KU-55933,MONOMAC6,3.387302
451,LGK974,MONOMAC6,2.712634
452,LJI308,MONOMAC6,3.392309
453,Lapatinib,MONOMAC6,2.895672
454,Lenalidomide,MONOMAC6,3.754978
455,Lestaurtinib,MONOMAC6,-4.419524
456,Linsitinib,MONOMAC6,3.131902
457,Luminespib,MONOMAC6,-4.936914
458,MG-132,MONOMAC6,-2.050918
459,MIM1,MONOMAC6,3.957696
460,MIRA-1,MONOMAC6,3.90638
461,MK-1775,MONOMAC6,-1.030491
462,MK-2206,MONOMAC6,0.212378
463,MK-8776,MONOMAC6,-0.148302
464,Methotrexate,MONOMAC6,-4.703608
465,Motesanib,MONOMAC6,4.225031
466,N-acetyl cysteine,MONOMAC6,9.400527
467,NU7441,MONOMAC6,1.289203
468,NVP-ADW742,MONOMAC6,0.556723
469,Navitoclax,MONOMAC6,1.415579
470,Nilotinib,MONOMAC6,1.801977
471,Nutlin-3a (-),MONOMAC6,4.336738
472,OSI-027,MONOMAC6,1.119575
473,Obatoclax Mesylate,MONOMAC6,-0.9275
474,Olaparib,MONOMAC6,3.170312
475,Osimertinib,MONOMAC6,0.550132
476,Oxaliplatin,MONOMAC6,1.637134
477,P22077,MONOMAC6,0.986203
478,PD0325901,MONOMAC6,0.066447
479,PFI-1,MONOMAC6,1.465349
480,PLX-4720,MONOMAC6,0.4971
481,POMHEX,MONOMAC6,-0.161213
482,Paclitaxel,MONOMAC6,-5.82445
483,Palbociclib,MONOMAC6,1.859921
484,Pevonedistat,MONOMAC6,-4.033075
485,RO-3306,MONOMAC6,2.053315
486,Rapamycin,MONOMAC6,-3.108759
487,Refametinib,MONOMAC6,-0.360598
488,Ribociclib,MONOMAC6,3.069551
489,Rucaparib,MONOMAC6,2.372484
490,SB216763,MONOMAC6,4.602899
491,SB590885,MONOMAC6,4.086722
492,SCH772984,MONOMAC6,1.356441
493,SGC0946,MONOMAC6,1.478139
494,SN-38,MONOMAC6,-5.062373
495,Savolitinib,MONOMAC6,0.797373
496,Selumetinib,MONOMAC6,1.823184
497,Sepantronium bromide,MONOMAC6,-4.214986
498,Serdemetan,MONOMAC6,1.89959
499,Sorafenib,MONOMAC6,-4.572455
500,Staurosporine,MONOMAC6,-5.909916
501,TW 37,MONOMAC6,0.312281
502,Tamoxifen,MONOMAC6,1.862034
503,Tanespimycin,MONOMAC6,-1.510369
504,Taselisib,MONOMAC6,-0.266481
505,Telomerase Inhibitor IX,MONOMAC6,-0.722456
506,Temozolomide,MONOMAC6,3.176285
507,Temsirolimus,MONOMAC6,-0.181792
508,UMI-77,MONOMAC6,1.620338
509,Ulixertinib,MONOMAC6,1.703154
510,Uprosertib,MONOMAC6,1.111944
511,VE821,MONOMAC6,2.003538
512,VX-11e,MONOMAC6,1.284252
513,Veliparib,MONOMAC6,3.977152
514,Venetoclax,MONOMAC6,0.578429
515,Vinblastine,MONOMAC6,-6.359207
516,Vinorelbine,MONOMAC6,-4.617505
517,Vismodegib,MONOMAC6,4.084193
518,Vorinostat,MONOMAC6,0.087911
519,WIKI4,MONOMAC6,4.778531
520,Wee1 Inhibitor,MONOMAC6,-0.52499
521,YK-4-279,MONOMAC6,0.335603
522,ZM447439,MONOMAC6,0.962118
523,alpha-lipoic acid,MONOMAC6,6.211133
524,glutathione,MONOMAC6,8.923178
525,5-Fluorouracil,LS513,1.742438
526,5-azacytidine,LS513,3.380988
527,A-366,LS513,3.638545
528,AGI-6780,LS513,4.47839
529,AGK2,LS513,2.611247
530,AZ6102,LS513,0.798365
531,AZD1332,LS513,4.486385
532,AZD2014,LS513,1.281718
533,AZD3759,LS513,1.446812
534,AZD4547,LS513,3.99813
535,AZD5153,LS513,2.064885
536,AZD5438,LS513,0.993794
537,AZD5582,LS513,4.829677
538,AZD5991,LS513,6.149584
539,AZD7762,LS513,0.715533
540,AZD8055,LS513,-0.138152
541,Acetalax,LS513,5.590222
542,Afatinib,LS513,-0.259734
543,Alisertib,LS513,0.25052
544,Avagacestat,LS513,4.887107
545,Axitinib,LS513,2.513083
546,BI-2536,LS513,-0.877715
547,BMS-345541,LS513,2.135081
548,BMS-754807,LS513,-1.114806
549,Bleomycin,LS513,2.038504
550,Bleomycin (50 uM),LS513,1.510962
551,Bosutinib,LS513,3.329184
552,Bromosporine,LS513,1.947817
553,CCT007093,LS513,5.698212
554,CPI-637,LS513,5.611521
555,CZC24832,LS513,4.956259
556,Camptothecin,LS513,-3.160246
557,Carmustine,LS513,6.951097
558,Cisplatin,LS513,2.919147
559,Crizotinib,LS513,1.277685
560,Dabrafenib,LS513,4.404782
561,Dactinomycin,LS513,-3.760591
562,Daporinad,LS513,-3.855835
563,Dihydrorotenone,LS513,2.075017
564,Dinaciclib,LS513,-2.886744
565,Docetaxel,LS513,-3.711243
566,Doramapimod,LS513,5.35352
567,EHT-1864,LS513,3.170517
568,EPZ004777,LS513,5.859496
569,EPZ5676,LS513,5.133465
570,Elephantin,LS513,1.96435
571,Entinostat,LS513,1.350856
572,Fludarabine,LS513,3.534461
573,Fulvestrant,LS513,6.0177
574,GSK-LSD1,LS513,1.683692
575,GSK1904529A,LS513,4.405936
576,GSK2110183B,LS513,1.405565
577,GSK2606414,LS513,3.552131
578,GSK2801,LS513,5.172107
579,GSK2830371,LS513,5.658243
580,GSK343,LS513,3.158856
581,GSK591,LS513,4.441317
582,GW441756,LS513,3.981601
583,Gallibiscoquinazole,LS513,3.494294
584,Gemcitabine,LS513,-3.243612
585,I-BET-762,LS513,3.169127
586,Ibrutinib,LS513,4.813731
587,Irinotecan,LS513,1.813011
588,JNK Inhibitor VIII,LS513,5.540519
589,JQ1,LS513,1.464482
590,KRAS (G12C) Inhibitor-12,LS513,4.124174
591,KU-55933,LS513,5.775309
592,L-Oxonoreleagnine,LS513,4.146112
593,LCL161,LS513,5.528602
594,LGK974,LS513,4.447995
595,LJI308,LS513,4.729262
596,LMP744,LS513,-0.66299
597,LY2109761,LS513,4.92314
598,Lapatinib,LS513,1.37076
599,Lenalidomide,LS513,5.504545
600,Lestaurtinib,LS513,0.024441
601,Linsitinib,LS513,1.593206
602,Luminespib,LS513,-3.726129
603,MG-132,LS513,-1.429434
604,MIRA-1,LS513,4.312625
605,MK-1775,LS513,-0.595952
606,MK-2206,LS513,0.824578
607,ML323,LS513,4.24133
608,MN-64,LS513,5.071992
609,Methotrexate,LS513,-0.864728
610,Mirin,LS513,4.089461
611,Mitoxantrone,LS513,0.384495
612,Motesanib,LS513,5.775309
613,N-acetyl cysteine,LS513,8.988045
614,NU7441,LS513,3.189255
615,Navitoclax,LS513,2.150489
616,Nelarabine,LS513,6.796692
617,Niraparib,LS513,3.769896
618,Nutlin-3a (-),LS513,1.406242
619,OF-1,LS513,4.4166
620,OSI-027,LS513,4.801549
621,OTX015,LS513,2.015937
622,Obatoclax Mesylate,LS513,0.521782
623,Olaparib,LS513,3.813458
624,Oxaliplatin,LS513,1.776041
625,PCI-34051,LS513,3.487065
626,PD0325901,LS513,-3.224086
627,PFI-1,LS513,4.402877
628,PFI3,LS513,5.737934
629,PLX-4720,LS513,5.060211
630,POMHEX,LS513,0.590036
631,PRIMA-1MET,LS513,3.392785
632,PRT062607,LS513,2.476106
633,Palbociclib,LS513,1.209893
634,Picolinici-acid,LS513,4.748499
635,Podophyllotoxin bromide,LS513,-1.023477
636,RO-3306,LS513,2.570261
637,RVX-208,LS513,5.333803
638,Rapamycin,LS513,-1.05794
639,Refametinib,LS513,-1.83118
640,Ribociclib,LS513,1.62957
641,Romidepsin,LS513,-4.322347
642,Rucaparib,LS513,3.004406
643,SB216763,LS513,3.048123
644,SB505124,LS513,1.328481
645,SB590885,LS513,3.307989
646,SCH772984,LS513,0.024482
647,SGC-CBP30,LS513,4.708829
648,SGC0946,LS513,1.776863
649,SN-38,LS513,-4.489221
650,Sabutoclax,LS513,-0.200939
651,Schweinfurthin A,LS513,3.308318
652,Selumetinib,LS513,-0.11144
653,Serdemetan,LS513,3.282957
654,Sinularin,LS513,2.589297
655,Staurosporine,LS513,-2.235196
656,TW 37,LS513,4.467028
657,Tanespimycin,LS513,-1.886624
658,Taselisib,LS513,0.327674
659,Temozolomide,LS513,7.248506
660,Temsirolimus,LS513,0.224156
661,Teniposide,LS513,1.352384
662,Topotecan,LS513,0.179324
663,Uprosertib,LS513,1.288134
664,VE821,LS513,2.798011
665,VX-11e,LS513,-0.154789
666,Veliparib,LS513,5.030822
667,Vincristine,LS513,-1.685101
668,Vinorelbine,LS513,-3.521728
669,Vismodegib,LS513,4.616114
670,WZ4003,LS513,3.224961
671,Wnt-C59,LS513,5.417568
672,XAV939,LS513,4.566113
673,ZM447439,LS513,1.744665
674,Zoledronate,LS513,4.536145
675,alpha-lipoic acid,LS513,7.90602
676,glutathione,LS513,8.468905
677,5-Fluorouracil,A101D,3.945825
678,5-azacytidine,A101D,1.198543
679,A-366,A101D,5.475173
680,ABT737,A101D,0.474327
681,AGI-5198,A101D,5.528712
682,AGI-6780,A101D,4.501571
683,AGK2,A101D,4.176421
684,AMG-319,A101D,3.48855
685,AZ6102,A101D,1.301374
686,AZD1332,A101D,3.201106
687,AZD2014,A101D,0.632457
688,AZD3759,A101D,2.991665
689,AZD4547,A101D,3.315949
690,AZD5153,A101D,0.408255
691,AZD5363,A101D,1.810588
692,AZD5438,A101D,1.296108
693,AZD5582,A101D,-4.857478
694,AZD5991,A101D,4.140862
695,AZD6738,A101D,1.003643
696,AZD7762,A101D,0.300596
697,AZD8055,A101D,-1.27046
698,AZD8186,A101D,1.907486
699,Acetalax,A101D,7.083142
700,Afatinib,A101D,1.566515
701,Afuresertib,A101D,2.311981
702,Alisertib,A101D,1.283772
703,Avagacestat,A101D,4.064976
704,Axitinib,A101D,4.658258
705,BI-2536,A101D,-1.946281
706,BIBR-1532,A101D,4.784777
707,BMS-345541,A101D,4.974567
708,BMS-536924,A101D,3.229974
709,BMS-754807,A101D,2.67881
710,Bleomycin,A101D,2.168683
711,Bleomycin (50 uM),A101D,2.454798
712,Bortezomib,A101D,-6.884155
713,Bosutinib,A101D,3.215838
714,Bromosporine,A101D,2.010181
715,Buparlisib,A101D,0.294596
716,CCT007093,A101D,5.350212
717,CPI-637,A101D,4.177282
718,CZC24832,A101D,4.688979
719,Camptothecin,A101D,-2.762168
720,Carmustine,A101D,6.005621
721,Cediranib,A101D,2.154311
722,Cisplatin,A101D,1.37653
723,Crizotinib,A101D,2.45638
724,Cyclophosphamide,A101D,5.782912
725,Cytarabine,A101D,0.560338
726,Dabrafenib,A101D,-1.036739
727,Dactinomycin,A101D,-4.545826
728,Dactolisib,A101D,-3.345471
729,Dihydrorotenone,A101D,1.789078
730,Dinaciclib,A101D,-3.298414
731,Docetaxel,A101D,-4.384575
732,Doramapimod,A101D,5.856646
733,EHT-1864,A101D,4.342398
734,EPZ004777,A101D,4.620337
735,EPZ5676,A101D,5.599818
736,Elephantin,A101D,2.476098
737,Entinostat,A101D,1.364011
